customerkey,gender,city,state,country,continent,age
605739,Female,MONTGERON,Île-de-France,France,Europe,67
605752,Female,MULHOUSE,Alsace,France,Europe,30
605797,Female,LA COURNEUVE,Île-de-France,France,Europe,64
606036,Male,BOULOGNE-BILLANCOURT,Île-de-France,France,Europe,84
606402,Female,MEUDON,Île-de-France,France,Europe,59
606749,Female,NOISY-LE-GRAND,Île-de-France,France,Europe,59
606808,Male,CERGY,Île-de-France,France,Europe,29
606955,Female,VILLEPARISIS,Île-de-France,France,Europe,33
607284,Female,DIEPPE,Haute-Normandie,France,Europe,31
607356,Female,AURILLAC,Auvergne,France,Europe,34
607598,Male,VERTOU,Pays de la Loire,France,Europe,25
607615,Female,SAINT-DIÉ,Lorraine,France,Europe,27
607737,Male,GOUSSAINVILLE,Île-de-France,France,Europe,24
607841,Female,SÈVRES,Île-de-France,France,Europe,40
607852,Female,LA PLAINE-SAINT-DENIS,Île-de-France,France,Europe,26
607949,Female,SIX-FOURS-LES-PLAGES,Provence-Alpes-Côte d'Azur,France,Europe,50
608441,Male,DEUIL-LA-BARRE,Île-de-France,France,Europe,86
608461,Male,THIONVILLE,Lorraine,France,Europe,64
608477,Male,Paris,Île-de-France,France,Europe,56
608600,Female,LA CELLE-SAINT-CLOUD,Île-de-France,France,Europe,76
608788,Female,LILLE,Nord-Pas-de-Calais,France,Europe,57
608829,Male,ORLY,Île-de-France,France,Europe,52
608957,Female,FRÉJUS,Provence-Alpes-Côte d'Azur,France,Europe,43
609136,Female,MAISONS-ALFORT,Île-de-France,France,Europe,63
609198,Male,ALBI,Midi-Pyrénées,France,Europe,88
609253,Male,NANCY,Lorraine,France,Europe,88
609259,Female,LIÉVIN,Nord-Pas-de-Calais,France,Europe,42
609499,Male,FONTENAY-AUX-ROSES,Île-de-France,France,Europe,38
609680,Female,CANNES,Provence-Alpes-Côte d'Azur,France,Europe,86
609715,Female,REZÉ,Pays de la Loire,France,Europe,75
609750,Female,LOOS,Nord-Pas-de-Calais,France,Europe,26
609993,Male,LE HAVRE,Haute-Normandie,France,Europe,77
610088,Female,MAGAGNOSC,Provence-Alpes-Côte d'Azur,France,Europe,61
610146,Female,Paris,Île-de-France,France,Europe,66
610264,Male,GAGNY,Île-de-France,France,Europe,43
610431,Female,ANGERS,Pays de la Loire,France,Europe,22
610468,Female,SAINT-SÉBASTIEN-SUR-LOIRE,Pays de la Loire,France,Europe,25
610473,Male,BOULOGNE-SUR-MER,Nord-Pas-de-Calais,France,Europe,80
610564,Female,GENNEVILLIERS,Île-de-France,France,Europe,33
610596,Male,SAINT-RAPHAËL,Provence-Alpes-Côte d'Azur,France,Europe,81
610602,Female,SEDAN,Champagne-Ardenne,France,Europe,82
610697,Female,SÈVRES,Île-de-France,France,Europe,44
610968,Female,TROYES,Champagne-Ardenne,France,Europe,79
611010,Male,WATTRELOS,Nord-Pas-de-Calais,France,Europe,84
611015,Female,LAMBERSART,Nord-Pas-de-Calais,France,Europe,27
611198,Male,CHAMPS-SUR-MARNE,Île-de-France,France,Europe,51
611213,Male,LE HAVRE,Haute-Normandie,France,Europe,78
611291,Female,TREMBLAY-EN-FRANCE,Île-de-France,France,Europe,59
611310,Male,VILLENEUVE-SUR-LOT,Aquitaine,France,Europe,33
611367,Male,ÉPERNAY,Champagne-Ardenne,France,Europe,66
611570,Male,ASNIÈRES-SUR-SEINE,Île-de-France,France,Europe,81
611635,Male,CENON,Aquitaine,France,Europe,79
612329,Female,RUEIL-MALMAISON,Île-de-France,France,Europe,66
612432,Female,SAINT-CLOUD,Île-de-France,France,Europe,83
612537,Female,ROANNE,Rhône-Alpes,France,Europe,72
613382,Female,FONTENAY-SOUS-BOIS,Île-de-France,France,Europe,78
613394,Male,SAINT-DENIS,Île-de-France,France,Europe,41
613510,Female,LE TAMPON,Guyane,France,Europe,57
613549,Female,CHÂTILLON,Île-de-France,France,Europe,26
613639,Male,FRÉJUS,Provence-Alpes-Côte d'Azur,France,Europe,32
613693,Female,MANTES-LA-JOLIE,Île-de-France,France,Europe,73
613719,Female,GRENOBLE,Rhône-Alpes,France,Europe,44
614234,Female,LOOS,Nord-Pas-de-Calais,France,Europe,29
614244,Male,SAINT-ANDRÉ,Guyane,France,Europe,33
614937,Female,SAINT-LEU,Guyane,France,Europe,37
615131,Male,TREMBLAY-EN-FRANCE,Île-de-France,France,Europe,55
615362,Female,GARGES-LÈS-GONESSE,Île-de-France,France,Europe,63
615603,Female,SAINT-BENOÎT,Guyane,France,Europe,48
615726,Female,TOULOUSE,Midi-Pyrénées,France,Europe,66
615834,Female,Paris,Île-de-France,France,Europe,27
616162,Male,BELFORT,Franche-Comté,France,Europe,62
616214,Female,GUÉRET,Limousin,France,Europe,55
616327,Male,GUYANCOURT,Île-de-France,France,Europe,53
616346,Male,CERGY,Île-de-France,France,Europe,44
616537,Female,ÉPERNAY,Champagne-Ardenne,France,Europe,30
616629,Male,VILLENEUVE-LA-GARENNE,Île-de-France,France,Europe,43
616656,Male,ORLY,Île-de-France,France,Europe,83
616775,Female,SAINT-LÔ,Basse-Normandie,France,Europe,76
616828,Male,DREUX,Centre,France,Europe,82
616891,Female,SEDAN,Champagne-Ardenne,France,Europe,43
616956,Male,MONTÉLIMAR,Rhône-Alpes,France,Europe,75
617061,Female,LISIEUX,Basse-Normandie,France,Europe,69
617656,Female,MAGAGNOSC,Provence-Alpes-Côte d'Azur,France,Europe,69
618287,Female,SAINT-ÉTIENNE,Rhône-Alpes,France,Europe,85
618556,Female,NICE,Provence-Alpes-Côte d'Azur,France,Europe,54
618764,Male,SAINT-PAUL,Guyane,France,Europe,35
618809,Female,MONTMORENCY,Île-de-France,France,Europe,80
619018,Female,PALAISEAU,Île-de-France,France,Europe,72
619130,Female,DEUIL-LA-BARRE,Île-de-France,France,Europe,87
619242,Female,TOURNEFEUILLE,Midi-Pyrénées,France,Europe,57
619428,Male,STRASBOURG,Alsace,France,Europe,62
619459,Female,FORBACH,Lorraine,France,Europe,41
619574,Male,SAINT-ÉTIENNE,Rhône-Alpes,France,Europe,25
619712,Female,LE KREMLIN-BICÊTRE,Île-de-France,France,Europe,35
619713,Male,MONTFERMEIL,Île-de-France,France,Europe,71
619863,Male,Olivet,Centre,France,Europe,80
620075,Male,REZÉ,Pays de la Loire,France,Europe,77
620099,Female,PRIVAS,Rhône-Alpes,France,Europe,77
620352,Female,WATTRELOS,Nord-Pas-de-Calais,France,Europe,48
620399,Male,ANNEMASSE,Rhône-Alpes,France,Europe,61
620489,Female,VILLENEUVE-D'ASCQ,Nord-Pas-de-Calais,France,Europe,42
620659,Male,DÉCINES-CHARPIEU,Rhône-Alpes,France,Europe,67
620797,Female,TOULOUSE,Midi-Pyrénées,France,Europe,80
620894,Female,COMBS-LA-VILLE,Île-de-France,France,Europe,55
620992,Male,ÉPINAY-SUR-SEINE,Île-de-France,France,Europe,22
621610,Female,PERPIGNAN,Languedoc-Roussillon,France,Europe,27
621906,Male,CHÂTENAY-MALABRY,Île-de-France,France,Europe,59
622003,Male,MULHOUSE,Alsace,France,Europe,42
622011,Female,FORT-DE-FRANCE,Martinique,France,Europe,79
622087,Female,SAINT-DIZIER,Champagne-Ardenne,France,Europe,38
622211,Male,THIAIS,Île-de-France,France,Europe,43
622253,Female,STRASBOURG,Alsace,France,Europe,83
622267,Female,SEVRAN,Île-de-France,France,Europe,67
622276,Female,LA CELLE-SAINT-CLOUD,Île-de-France,France,Europe,35
622483,Female,BÉZIERS,Languedoc-Roussillon,France,Europe,64
622527,Female,NOGENT-SUR-MARNE,Île-de-France,France,Europe,55
622606,Male,VALENCE,Rhône-Alpes,France,Europe,88
622740,Female,MEYZIEU,Rhône-Alpes,France,Europe,23
622786,Male,VILLENEUVE-D'ASCQ,Nord-Pas-de-Calais,France,Europe,85
623004,Female,MONTPELLIER,Languedoc-Roussillon,France,Europe,54
623021,Male,CHÂTILLON,Île-de-France,France,Europe,38
623181,Female,MARIGNANE,Provence-Alpes-Côte d'Azur,France,Europe,83
623186,Female,LE CANNET,Provence-Alpes-Côte d'Azur,France,Europe,71
623241,Female,LE BOUSCAT,Aquitaine,France,Europe,79
623256,Female,ÉVREUX,Haute-Normandie,France,Europe,70
623267,Male,CHAMPS-SUR-MARNE,Île-de-France,France,Europe,36
623323,Female,LONGJUMEAU,Île-de-France,France,Europe,61
623659,Female,HOUILLES,Île-de-France,France,Europe,44
623892,Male,BEAUNE,Bourgogne,France,Europe,41
623940,Female,LILLE,Nord-Pas-de-Calais,France,Europe,57
624109,Male,PIERREFITTE-SUR-SEINE,Île-de-France,France,Europe,37
624165,Female,LE MÉE-SUR-SEINE,Île-de-France,France,Europe,29
624293,Female,SAINT-PRIEST,Rhône-Alpes,France,Europe,39
624392,Female,ORLÉANS,Centre,France,Europe,37
624622,Male,MANOSQUE,Provence-Alpes-Côte d'Azur,France,Europe,22
624742,Female,YERRES,Île-de-France,France,Europe,57
624813,Male,METZ,Lorraine,France,Europe,58
625005,Male,CAHORS,Midi-Pyrénées,France,Europe,59
625275,Female,NICE,Provence-Alpes-Côte d'Azur,France,Europe,45
625297,Male,YERRES,Île-de-France,France,Europe,43
625370,Male,SAINT-LEU,Guyane,France,Europe,48
625442,Female,CHALON-SUR-SAÔNE,Bourgogne,France,Europe,33
625495,Female,TOURNEFEUILLE,Midi-Pyrénées,France,Europe,59
625689,Female,AIX-LES-BAINS,Rhône-Alpes,France,Europe,58
625725,Female,FOUGÈRES,Bretagne,France,Europe,26
625741,Female,BREST,Bretagne,France,Europe,77
626069,Male,CHARENTON-LE-PONT,Île-de-France,France,Europe,48
626519,Female,LIMOGES,Limousin,France,Europe,66
626560,Male,GUYANCOURT,Île-de-France,France,Europe,56
626564,Male,SAINT-JOSEPH,Guyane,France,Europe,86
626636,Female,BIARRITZ,Aquitaine,France,Europe,81
626665,Female,JOUÉ-LÈS-TOURS,Centre,France,Europe,35
626896,Female,VILLEPINTE,Île-de-France,France,Europe,71
626983,Female,AIX-LES-BAINS,Rhône-Alpes,France,Europe,85
627006,Male,BRUAY-LA-BUISSIÈRE,Nord-Pas-de-Calais,France,Europe,55
627190,Male,MONTPELLIER,Languedoc-Roussillon,France,Europe,67
627709,Male,BOURGES,Centre,France,Europe,84
627789,Male,PRIVAS,Rhône-Alpes,France,Europe,60
627901,Male,LILLE,Nord-Pas-de-Calais,France,Europe,86
627996,Male,VILLENEUVE-LA-GARENNE,Île-de-France,France,Europe,67
628070,Female,CHÂTILLON,Île-de-France,France,Europe,47
628139,Female,CALAIS,Nord-Pas-de-Calais,France,Europe,68
628245,Female,HÉNIN-BEAUMONT,Nord-Pas-de-Calais,France,Europe,41
628320,Male,BOBIGNY,Île-de-France,France,Europe,50
629074,Male,TOULOUSE,Midi-Pyrénées,France,Europe,26
629113,Male,VERSAILLES,Île-de-France,France,Europe,60
629413,Female,TORCY,Île-de-France,France,Europe,48
629572,Male,LA CELLE-SAINT-CLOUD,Île-de-France,France,Europe,23
629651,Female,GRASSE,Provence-Alpes-Côte d'Azur,France,Europe,55
629819,Female,BLAGNAC,Midi-Pyrénées,France,Europe,22
630217,Female,LOOS,Nord-Pas-de-Calais,France,Europe,66
630282,Male,BLAGNAC,Midi-Pyrénées,France,Europe,28
630481,Female,ORVAULT,Pays de la Loire,France,Europe,45
631235,Female,VILLENEUVE-LA-GARENNE,Île-de-France,France,Europe,64
631471,Female,PESSAC,Aquitaine,France,Europe,73
631500,Female,Orange,Provence-Alpes-Côte d'Azur,France,Europe,83
631557,Male,BASTIA,Corse,France,Europe,83
631580,Male,NOUMÉA,Île-de-France,France,Europe,41
631631,Female,ANGLET,Aquitaine,France,Europe,26
631696,Female,CHARTRES,Centre,France,Europe,57
632259,Female,LYON,Rhône-Alpes,France,Europe,45
632425,Female,GUYANCOURT,Île-de-France,France,Europe,30
632448,Male,MULHOUSE,Alsace,France,Europe,84
632482,Female,DIEPPE,Haute-Normandie,France,Europe,83
632575,Male,COLOMBES,Île-de-France,France,Europe,64
632584,Male,MONTIGNY-LÈS-METZ,Lorraine,France,Europe,59
632752,Female,RUEIL-MALMAISON,Île-de-France,France,Europe,50
633008,Male,TREMBLAY-EN-FRANCE,Île-de-France,France,Europe,29
633033,Female,PESSAC,Aquitaine,France,Europe,51
633039,Male,VERTOU,Pays de la Loire,France,Europe,52
633263,Male,COUDEKERQUE-BRANCHE,Nord-Pas-de-Calais,France,Europe,51
633269,Male,Paris,Île-de-France,France,Europe,77
633328,Female,STRASBOURG,Alsace,France,Europe,23
633348,Female,SAINT-LOUIS,Guyane,France,Europe,62
633448,Female,CONFLANS-SAINTE-HONORINE,Île-de-France,France,Europe,41
633593,Female,CHALON-SUR-SAÔNE,Bourgogne,France,Europe,37
633649,Male,AMIENS,Picardie,France,Europe,86
633738,Female,Paris,Île-de-France,France,Europe,46
633846,Female,NICE,Provence-Alpes-Côte d'Azur,France,Europe,72
633904,Male,SARREGUEMINES,Lorraine,France,Europe,28
634198,Male,MEYZIEU,Rhône-Alpes,France,Europe,43
634294,Male,VILLENEUVE-D'ASCQ,Nord-Pas-de-Calais,France,Europe,40
634317,Male,MARSEILLE,Provence-Alpes-Côte d'Azur,France,Europe,53
634686,Female,MARTIGUES,Provence-Alpes-Côte d'Azur,France,Europe,25
634713,Female,Paris,Île-de-France,France,Europe,42
634965,Female,MENTON,Provence-Alpes-Côte d'Azur,France,Europe,65
635054,Male,MANTES-LA-JOLIE,Île-de-France,France,Europe,65
635253,Male,MONTGERON,Île-de-France,France,Europe,72
635391,Male,MONTREUIL,Île-de-France,France,Europe,44
635546,Male,BASTIA,Corse,France,Europe,72
635602,Male,CHOLET,Pays de la Loire,France,Europe,76
635651,Male,LE MANS,Pays de la Loire,France,Europe,31
635766,Male,Olivet,Centre,France,Europe,62
635913,Female,Vernon,Haute-Normandie,France,Europe,88
636035,Male,MARSEILLE,Provence-Alpes-Côte d'Azur,France,Europe,75
636104,Male,Paris,Île-de-France,France,Europe,88
636256,Female,CHATOU,Île-de-France,France,Europe,43
636266,Male,LE PETIT-QUEVILLY,Haute-Normandie,France,Europe,55
636310,Female,OYONNAX,Rhône-Alpes,France,Europe,69
636431,Male,ANNECY,Rhône-Alpes,France,Europe,23
636517,Male,GRANDE-SYNTHE,Nord-Pas-de-Calais,France,Europe,30
636655,Female,SAINT-JOSEPH,Guyane,France,Europe,75
636729,Female,WATTRELOS,Nord-Pas-de-Calais,France,Europe,42
637008,Female,ROANNE,Rhône-Alpes,France,Europe,81
637629,Female,CAVAILLON,Provence-Alpes-Côte d'Azur,France,Europe,51
637682,Male,RODEZ,Midi-Pyrénées,France,Europe,73
637744,Male,LIVRY-GARGAN,Île-de-France,France,Europe,75
637759,Female,LORIENT,Bretagne,France,Europe,33
637824,Female,CHAMPIGNY-SUR-MARNE,Île-de-France,France,Europe,83
637976,Male,LIMOGES,Limousin,France,Europe,86
638010,Male,Bayonne,Aquitaine,France,Europe,50
638156,Female,MARSEILLE,Provence-Alpes-Côte d'Azur,France,Europe,29
638172,Male,Paris,Île-de-France,France,Europe,81
638283,Female,TRAPPES,Île-de-France,France,Europe,46
638569,Male,ERMONT,Île-de-France,France,Europe,39
638652,Female,CLICHY,Île-de-France,France,Europe,70
638661,Male,SAINT-MICHEL-SUR-ORGE,Île-de-France,France,Europe,34
638674,Female,ROUEN,Haute-Normandie,France,Europe,72
638759,Female,BEAUNE,Bourgogne,France,Europe,57
639038,Female,LYON,Rhône-Alpes,France,Europe,44
639067,Male,TOURCOING,Nord-Pas-de-Calais,France,Europe,71
639072,Female,DENAIN,Nord-Pas-de-Calais,France,Europe,84
639433,Female,LYON,Rhône-Alpes,France,Europe,84
639665,Female,TOURNEFEUILLE,Midi-Pyrénées,France,Europe,54
639758,Female,AUXERRE,Bourgogne,France,Europe,43
639831,Female,ROUEN,Haute-Normandie,France,Europe,43
639839,Female,DIEPPE,Haute-Normandie,France,Europe,63
639956,Female,DRAGUIGNAN,Provence-Alpes-Côte d'Azur,France,Europe,76
639966,Male,NANTES,Pays de la Loire,France,Europe,45
639979,Male,CAVAILLON,Provence-Alpes-Côte d'Azur,France,Europe,39
640037,Male,FORBACH,Lorraine,France,Europe,41
640210,Female,MONTROUGE,Île-de-France,France,Europe,82
640472,Female,CERGY,Île-de-France,France,Europe,66
640746,Female,CHÂLONS-EN-CHAMPAGNE,Champagne-Ardenne,France,Europe,78
640851,Female,FORT-DE-FRANCE,Martinique,France,Europe,78
640942,Male,RUEIL-MALMAISON,Île-de-France,France,Europe,53
640953,Female,GRIGNY,Île-de-France,France,Europe,85
641275,Female,BELFORT,Franche-Comté,France,Europe,38
641659,Female,VANNES,Bretagne,France,Europe,42
641841,Male,DIJON,Bourgogne,France,Europe,78
641871,Female,LE BOUSCAT,Aquitaine,France,Europe,50
641997,Male,COUDEKERQUE-BRANCHE,Nord-Pas-de-Calais,France,Europe,56
642418,Male,DEUIL-LA-BARRE,Île-de-France,France,Europe,79
642546,Female,Paris,Île-de-France,France,Europe,58
642856,Female,COURBEVOIE,Île-de-France,France,Europe,88
642859,Male,BIARRITZ,Aquitaine,France,Europe,26
642878,Female,Bayonne,Aquitaine,France,Europe,69
643159,Female,LILLE,Nord-Pas-de-Calais,France,Europe,62
643186,Female,LYON,Rhône-Alpes,France,Europe,30
643248,Female,LA VARENNE-SAINT-HILAIRE,Île-de-France,France,Europe,51
643261,Female,MONTREUIL,Île-de-France,France,Europe,59
643400,Male,NOISY-LE-GRAND,Île-de-France,France,Europe,52
643461,Male,Olivet,Centre,France,Europe,62
643526,Male,PERPIGNAN,Languedoc-Roussillon,France,Europe,58
643597,Male,OULLINS,Rhône-Alpes,France,Europe,80
643624,Female,ANNEMASSE,Rhône-Alpes,France,Europe,78
643628,Female,BÉTHUNE,Nord-Pas-de-Calais,France,Europe,64
643711,Male,RUEIL-MALMAISON,Île-de-France,France,Europe,74
643744,Female,ORLY,Île-de-France,France,Europe,65
644237,Male,CHELLES,Île-de-France,France,Europe,54
644560,Female,TOULOUSE,Midi-Pyrénées,France,Europe,67
644729,Male,BAIE-MAHAULT,Guadeloupe,France,Europe,61
644763,Female,RENNES,Bretagne,France,Europe,82
644807,Female,ALFORTVILLE,Île-de-France,France,Europe,50
644830,Male,Paris,Île-de-France,France,Europe,74
645350,Female,CANNES,Provence-Alpes-Côte d'Azur,France,Europe,60
645472,Female,TOURNEFEUILLE,Midi-Pyrénées,France,Europe,36
645487,Male,MARSEILLE,Provence-Alpes-Côte d'Azur,France,Europe,59
645495,Female,AIX-EN-PROVENCE,Provence-Alpes-Côte d'Azur,France,Europe,88
645673,Female,FRESNES,Île-de-France,France,Europe,58
646010,Female,MANTES-LA-JOLIE,Île-de-France,France,Europe,63
646248,Male,SCHILTIGHEIM,Alsace,France,Europe,70
646301,Female,BRIVE-LA-GAILLARDE,Limousin,France,Europe,26
646341,Female,SAINT-OUEN,Île-de-France,France,Europe,87
646476,Male,MANOSQUE,Provence-Alpes-Côte d'Azur,France,Europe,41
646871,Male,VILLENEUVE-SUR-LOT,Aquitaine,France,Europe,49
647019,Male,CACHAN,Île-de-France,France,Europe,34
647154,Female,VIERZON,Centre,France,Europe,47
647425,Female,L'HA-LES-ROSES,Île-de-France,France,Europe,81
647509,Female,SEDAN,Champagne-Ardenne,France,Europe,72
647622,Female,CANNES,Provence-Alpes-Côte d'Azur,France,Europe,34
647665,Male,Paris,Île-de-France,France,Europe,88
647743,Female,CENON,Aquitaine,France,Europe,48
648006,Female,Orange,Provence-Alpes-Côte d'Azur,France,Europe,41
648080,Male,POITIERS,Poitou-Charentes,France,Europe,28
648370,Male,LAMBERSART,Nord-Pas-de-Calais,France,Europe,58
648385,Female,VILLENEUVE-LA-GARENNE,Île-de-France,France,Europe,69
648664,Male,NOGENT-SUR-MARNE,Île-de-France,France,Europe,79
648749,Male,VALENCIENNES,Nord-Pas-de-Calais,France,Europe,40
648856,Male,SAINT-JOSEPH,Guyane,France,Europe,36
648911,Female,LES ABYMES,Guadeloupe,France,Europe,75
648966,Male,RILLIEUX-LA-PAPE,Rhône-Alpes,France,Europe,71
649018,Female,DRAVEIL,Île-de-France,France,Europe,83
649098,Male,CERGY,Île-de-France,France,Europe,45
649267,Male,CROIX,Nord-Pas-de-Calais,France,Europe,80
649370,Female,SURESNES,Île-de-France,France,Europe,23
649475,Male,SÈVRES,Île-de-France,France,Europe,40
649515,Male,SARREGUEMINES,Lorraine,France,Europe,68
649641,Female,TOURS,Centre,France,Europe,69
650219,Female,TALENCE,Aquitaine,France,Europe,86
650695,Male,ÉVREUX,Haute-Normandie,France,Europe,45
650789,Female,CHÂTELLERAULT,Poitou-Charentes,France,Europe,88
650854,Female,Paris,Île-de-France,France,Europe,23
650898,Female,ANGERS,Pays de la Loire,France,Europe,42
651118,Male,MONS-EN-BAROEUL,Nord-Pas-de-Calais,France,Europe,43
651125,Male,CHAMBÉRY,Rhône-Alpes,France,Europe,64
651145,Male,STRASBOURG,Alsace,France,Europe,60
651347,Female,DZAOUDZI,Mayotte,France,Europe,62
651518,Male,SÈVRES,Île-de-France,France,Europe,52
651767,Male,NOGENT-SUR-MARNE,Île-de-France,France,Europe,73
651996,Male,CHARENTON-LE-PONT,Île-de-France,France,Europe,43
652114,Female,REZÉ,Pays de la Loire,France,Europe,44
652486,Female,SCHILTIGHEIM,Alsace,France,Europe,33
652496,Male,VILLENEUVE-D'ASCQ,Nord-Pas-de-Calais,France,Europe,78
652645,Female,MONTFERMEIL,Île-de-France,France,Europe,79
652732,Male,NICE,Provence-Alpes-Côte d'Azur,France,Europe,69
652959,Male,TOULON,Provence-Alpes-Côte d'Azur,France,Europe,30
653188,Male,ANNEMASSE,Rhône-Alpes,France,Europe,76
653941,Male,VERDUN,Lorraine,France,Europe,86
653971,Female,LE CHESNAY,Île-de-France,France,Europe,41
654027,Male,SURESNES,Île-de-France,France,Europe,62
654092,Male,AUXERRE,Bourgogne,France,Europe,43
654459,Female,BOULOGNE-SUR-MER,Nord-Pas-de-Calais,France,Europe,44
654485,Female,AIX-EN-PROVENCE,Provence-Alpes-Côte d'Azur,France,Europe,49
654572,Male,EAUBONNE,Île-de-France,France,Europe,22
654658,Female,FRÉJUS,Provence-Alpes-Côte d'Azur,France,Europe,37
654908,Male,VILLENEUVE-D'ASCQ,Nord-Pas-de-Calais,France,Europe,38
655010,Male,BASSE-TERRE,Guadeloupe,France,Europe,31
655272,Female,LA CELLE-SAINT-CLOUD,Île-de-France,France,Europe,38
655432,Female,LA GARDE,Provence-Alpes-Côte d'Azur,France,Europe,72
655495,Male,FORT-DE-FRANCE,Martinique,France,Europe,84
655922,Male,LOOS,Nord-Pas-de-Calais,France,Europe,85
655976,Male,BOURGOIN-JALLIEU,Rhône-Alpes,France,Europe,35
656319,Male,COLOMIERS,Midi-Pyrénées,France,Europe,48
656331,Female,MARSEILLE,Provence-Alpes-Côte d'Azur,France,Europe,34
656353,Male,RENNES,Bretagne,France,Europe,24
656387,Male,MENTON,Provence-Alpes-Côte d'Azur,France,Europe,57
656569,Female,RENNES,Bretagne,France,Europe,32
656633,Female,Paris,Île-de-France,France,Europe,23
656637,Female,MONT-DE-MARSAN,Aquitaine,France,Europe,69
656712,Female,MIRAMAS,Provence-Alpes-Côte d'Azur,France,Europe,45
657271,Male,LANESTER,Bretagne,France,Europe,78
657671,Female,CHOISY-LE-ROI,Île-de-France,France,Europe,58
657787,Male,SARCELLES,Île-de-France,France,Europe,80
658090,Male,ALBI,Midi-Pyrénées,France,Europe,22
658305,Female,MARTIGUES,Provence-Alpes-Côte d'Azur,France,Europe,76
658552,Female,SARREGUEMINES,Lorraine,France,Europe,51
658701,Female,NEUILLY-SUR-MARNE,Île-de-France,France,Europe,44
658750,Male,LA TESTE-DE-BUCH,Aquitaine,France,Europe,60
658759,Male,TAVERNY,Île-de-France,France,Europe,61
658900,Female,PÉRIGUEUX,Aquitaine,France,Europe,68
658999,Female,BORDEAUX,Aquitaine,France,Europe,83
659008,Male,LA PLAINE-SAINT-DENIS,Île-de-France,France,Europe,26
659211,Female,COLOMIERS,Midi-Pyrénées,France,Europe,58
659567,Male,ANGLET,Aquitaine,France,Europe,77
659827,Male,VILLEFRANCHE-SUR-SAÔNE,Rhône-Alpes,France,Europe,62
659899,Female,VILLENEUVE-SAINT-GEORGES,Île-de-France,France,Europe,63
659962,Female,COGNAC,Poitou-Charentes,France,Europe,34
660232,Male,LYON,Rhône-Alpes,France,Europe,88
660319,Male,GRENOBLE,Rhône-Alpes,France,Europe,60
660527,Male,MONTPELLIER,Languedoc-Roussillon,France,Europe,56
660604,Female,MONT-SAINT-AIGNAN,Haute-Normandie,France,Europe,68
660924,Female,GUÉRET,Limousin,France,Europe,22
660940,Male,MONTAUBAN,Midi-Pyrénées,France,Europe,46
661206,Male,SAINT-BENOÎT,Guyane,France,Europe,59
661265,Male,SAINT-RAPHAËL,Provence-Alpes-Côte d'Azur,France,Europe,75
661295,Male,LYON,Rhône-Alpes,France,Europe,22
661359,Male,LA ROCHELLE,Poitou-Charentes,France,Europe,85
661453,Male,VÉLIZY-VILLACOUBLAY,Île-de-France,France,Europe,49
661606,Female,FLEURY-LES-AUBRAIS,Centre,France,Europe,68
661620,Male,CERGY,Île-de-France,France,Europe,80
661636,Female,LIMOGES,Limousin,France,Europe,78
662154,Male,BORDEAUX,Aquitaine,France,Europe,72
662571,Male,CHOISY-LE-ROI,Île-de-France,France,Europe,59
662638,Female,SAINT-LOUIS,Alsace,France,Europe,84
662681,Male,RUEIL-MALMAISON,Île-de-France,France,Europe,70
662816,Female,MEUDON,Île-de-France,France,Europe,72
662960,Male,CLICHY-SOUS-BOIS,Île-de-France,France,Europe,61
663025,Male,ERMONT,Île-de-France,France,Europe,61
663202,Male,Paris,Île-de-France,France,Europe,77
663278,Female,SOISSONS,Picardie,France,Europe,73
663613,Female,AIX-EN-PROVENCE,Provence-Alpes-Côte d'Azur,France,Europe,64
663768,Female,HAGUENAU,Alsace,France,Europe,58
663778,Female,NICE,Provence-Alpes-Côte d'Azur,France,Europe,60
663849,Female,PALAISEAU,Île-de-France,France,Europe,70
664086,Male,BORDEAUX,Aquitaine,France,Europe,27
664116,Male,LOMME,Nord-Pas-de-Calais,France,Europe,31
664411,Male,MONT-DE-MARSAN,Aquitaine,France,Europe,32
664438,Male,PONTAULT-COMBAULT,Île-de-France,France,Europe,31
664585,Female,LANESTER,Bretagne,France,Europe,69
664632,Male,LORIENT,Bretagne,France,Europe,77
664687,Female,Paris,Île-de-France,France,Europe,58
664762,Male,Abbeville,Picardie,France,Europe,27
665222,Female,BOULOGNE-SUR-MER,Nord-Pas-de-Calais,France,Europe,62
665370,Female,LE PUY-EN-VELAY,Auvergne,France,Europe,52
665437,Female,Paris,Île-de-France,France,Europe,69
665472,Male,TOURS,Centre,France,Europe,74
665776,Female,CERGY,Île-de-France,France,Europe,39
666173,Male,GARGES-LÈS-GONESSE,Île-de-France,France,Europe,25
666515,Male,ROANNE,Rhône-Alpes,France,Europe,81
666608,Male,FOUGÈRES,Bretagne,France,Europe,86
666716,Female,FRANCONVILLE-LA-GARENNE,Île-de-France,France,Europe,67
666801,Female,SEDAN,Champagne-Ardenne,France,Europe,27
666979,Female,TORCY,Île-de-France,France,Europe,38
666994,Male,MONTBÉLIARD,Franche-Comté,France,Europe,51
667014,Female,LILLE,Nord-Pas-de-Calais,France,Europe,81
667069,Female,HAGUENAU,Alsace,France,Europe,52
667168,Female,ROUEN,Haute-Normandie,France,Europe,77
667318,Female,DREUX,Centre,France,Europe,47
667393,Male,ÉCHIROLLES,Rhône-Alpes,France,Europe,30
667496,Male,MENDE,Languedoc-Roussillon,France,Europe,22
667669,Male,MAUBEUGE,Nord-Pas-de-Calais,France,Europe,33
